Airtable UUID,Total_Covered_Lives,Weight_Rank_1_to_5
CHIR_IDrec9lezhyppiduMS8-290284-AKLegacy Diabetic,352514,5
CHIR_IDrecz2TOibqNJzGEDX-268532-AKStandard and Pe,352514,5
CHIR_IDrecRDqVEDerLMP7jF-268518-AKCigna National ,352514,5
CHIR_IDrec69p4dVMkC7nJwK-316780-AKCigna National ,352514,5
CHIR_IDrecbkHlq7SP7Ogt7i-316781-AKCigna National ,352514,5
CHIR_IDrecvcjPMepVksvuhe-316782-AKCigna National ,352514,5
CHIR_IDrecb56e5cJCQ6Hmf5-316785-AKCigna National ,352514,5
CHIR_IDrecJUkHMhy9wFydai-316783-AKCigna National ,32868,2
CHIR_IDrecLeYx1W3KeMjAbG-286395-AKStandard Plus P,32868,2
CHIR_IDrec19rlq1vtNSOYbr-136993-AKCigna Advantage,32868,2
CHIR_IDrecSc9PHbFNuB92wa-268516-AKCigna Total Sav,32868,2
CHIR_IDrecopGdpAEow8JYII-136991-AKCigna Performan,32868,2
CHIR_IDrecFKQWY0a58xrntl-268479-AKCigna Specialty,32868,2
CHIR_IDrecalp2Vf0dSYE8zP-268488-AKCigna Value 4-T,32868,2
CHIR_IDrecrSc38zq5JJ64ol-198422-AKCigna Legacy (S,32868,2
CHIR_IDrecSlQXSljxNDjwxP-268477-AKCigna Standard ,32868,2
CHIR_IDrecvhsz05Tb03gEcw-268489-AKCigna Specialty,32868,2
CHIR_IDrecJd5kD6r5l5kdhh-136990-AKCigna Performan,32868,2
CHIR_IDrec12S6n89bo0pR1H-268513-AKCigna Legacy (P,32868,2
CHIR_IDrecl2FUMKjFmSeaLa-151892-AKCigna Standard ,32868,2
CHIR_IDrech1mbeY7bu1smZ5-136992-AKCigna Advantage,32868,2
CHIR_IDrecQ40lXEB3LnrTmV-268511-AKCigna Legacy (P,32868,2
CHIR_IDreceJlrorRcUoCUC9-268502-AKCigna Legacy (S,32868,2
CHIR_IDrecbPqYntfpVpF3T2-198426-AKCigna Value 3-T,32868,2
CHIR_IDrecuANwgvoPFcpMrm-268528-AKStandard and Pe,32868,2
CHIR_IDrecLhChQdPINtnJPv-268503-AKCigna Specialty,32868,2
CHIR_IDrecHL5acZB4MwThLP-268529-AKValue and Advan,32868,2
CHIR_IDrecIjID5czWzbR1pX-268530-AKLegacy (Standar,32868,2
CHIR_IDrec9TSEoHzm9YHyfK-286394-AKStandard Plan G,32868,2
CHIR_IDreccbA3CpSYRKM9Bt-268535-AKStandard Preven,32868,2
CHIR_IDrecy6gS3Y8oF9iVFd-268534-AKValue and Advan,32868,2
CHIR_IDreceaPYwYqvhwfdbY-268533-AKLegacy (Standar,32868,2
CHIR_IDrec9lezhyppiduMS8-290284-AKLegacy Diabetic,32868,2
CHIR_IDrecz2TOibqNJzGEDX-268532-AKStandard and Pe,32868,2
CHIR_IDrecRDqVEDerLMP7jF-268518-AKCigna National ,32868,2
CHIR_IDrec69p4dVMkC7nJwK-316780-AKCigna National ,32868,2
CHIR_IDrecbkHlq7SP7Ogt7i-316781-AKCigna National ,32868,2
CHIR_IDrecvcjPMepVksvuhe-316782-AKCigna National ,32868,2
CHIR_IDrecb56e5cJCQ6Hmf5-316785-AKCigna National ,32868,2
CHIR_IDrecJUkHMhy9wFydai-316783-AKCigna National ,234779,4
CHIR_IDrecLeYx1W3KeMjAbG-286395-AKStandard Plus P,234779,4
CHIR_IDrec19rlq1vtNSOYbr-136993-AKCigna Advantage,234779,4
CHIR_IDrecSc9PHbFNuB92wa-268516-AKCigna Total Sav,234779,4
CHIR_IDrecopGdpAEow8JYII-136991-AKCigna Performan,234779,4
CHIR_IDrecFKQWY0a58xrntl-268479-AKCigna Specialty,234779,4
CHIR_IDrecalp2Vf0dSYE8zP-268488-AKCigna Value 4-T,234779,4
CHIR_IDrecrSc38zq5JJ64ol-198422-AKCigna Legacy (S,234779,4
CHIR_IDrecSlQXSljxNDjwxP-268477-AKCigna Standard ,234779,4
CHIR_IDrecvhsz05Tb03gEcw-268489-AKCigna Specialty,234779,4
CHIR_IDrecJd5kD6r5l5kdhh-136990-AKCigna Performan,234779,4
CHIR_IDrec12S6n89bo0pR1H-268513-AKCigna Legacy (P,234779,4
CHIR_IDrecl2FUMKjFmSeaLa-151892-AKCigna Standard ,234779,4
CHIR_IDrech1mbeY7bu1smZ5-136992-AKCigna Advantage,234779,4
CHIR_IDrecQ40lXEB3LnrTmV-268511-AKCigna Legacy (P,234779,4
CHIR_IDreceJlrorRcUoCUC9-268502-AKCigna Legacy (S,234779,4
CHIR_IDrecbPqYntfpVpF3T2-198426-AKCigna Value 3-T,234779,4
CHIR_IDrecuANwgvoPFcpMrm-268528-AKStandard and Pe,234779,4
CHIR_IDrecLhChQdPINtnJPv-268503-AKCigna Specialty,234779,4
CHIR_IDrecHL5acZB4MwThLP-268529-AKValue and Advan,234779,4
CHIR_IDrecIjID5czWzbR1pX-268530-AKLegacy (Standar,234779,4
CHIR_IDrec9TSEoHzm9YHyfK-286394-AKStandard Plan G,234779,4
CHIR_IDreccbA3CpSYRKM9Bt-268535-AKStandard Preven,234779,4
CHIR_IDrecy6gS3Y8oF9iVFd-268534-AKValue and Advan,234779,4
CHIR_IDreceaPYwYqvhwfdbY-268533-AKLegacy (Standar,234779,4
CHIR_IDrec9lezhyppiduMS8-290284-AKLegacy Diabetic,234779,4
CHIR_IDrecz2TOibqNJzGEDX-268532-AKStandard and Pe,234779,4
CHIR_IDrecRDqVEDerLMP7jF-268518-AKCigna National ,234779,4
CHIR_IDrec69p4dVMkC7nJwK-316780-AKCigna National ,234779,4
CHIR_IDrecbkHlq7SP7Ogt7i-316781-AKCigna National ,234779,4
CHIR_IDrecvcjPMepVksvuhe-316782-AKCigna National ,234779,4
CHIR_IDrecb56e5cJCQ6Hmf5-316785-AKCigna National ,234779,4
CHIR_IDrecJUkHMhy9wFydai-316783-AKCigna National ,11670,1
CHIR_IDrecLeYx1W3KeMjAbG-286395-AKStandard Plus P,11670,1
CHIR_IDrec19rlq1vtNSOYbr-136993-AKCigna Advantage,11670,1
CHIR_IDrecSc9PHbFNuB92wa-268516-AKCigna Total Sav,11670,1
CHIR_IDrecopGdpAEow8JYII-136991-AKCigna Performan,11670,1
CHIR_IDrecFKQWY0a58xrntl-268479-AKCigna Specialty,11670,1
CHIR_IDrecalp2Vf0dSYE8zP-268488-AKCigna Value 4-T,11670,1
CHIR_IDrecrSc38zq5JJ64ol-198422-AKCigna Legacy (S,11670,1
CHIR_IDrecSlQXSljxNDjwxP-268477-AKCigna Standard ,11670,1
CHIR_IDrecvhsz05Tb03gEcw-268489-AKCigna Specialty,11670,1
CHIR_IDrecJd5kD6r5l5kdhh-136990-AKCigna Performan,11670,1
CHIR_IDrec12S6n89bo0pR1H-268513-AKCigna Legacy (P,11670,1
CHIR_IDrecl2FUMKjFmSeaLa-151892-AKCigna Standard ,11670,1
CHIR_IDrech1mbeY7bu1smZ5-136992-AKCigna Advantage,11670,1
CHIR_IDrecQ40lXEB3LnrTmV-268511-AKCigna Legacy (P,11670,1
CHIR_IDreceJlrorRcUoCUC9-268502-AKCigna Legacy (S,11670,1
CHIR_IDrecbPqYntfpVpF3T2-198426-AKCigna Value 3-T,11670,1
CHIR_IDrecuANwgvoPFcpMrm-268528-AKStandard and Pe,11670,1
CHIR_IDrecLhChQdPINtnJPv-268503-AKCigna Specialty,11670,1
CHIR_IDrecHL5acZB4MwThLP-268529-AKValue and Advan,11670,1
CHIR_IDrecIjID5czWzbR1pX-268530-AKLegacy (Standar,11670,1
CHIR_IDrec9TSEoHzm9YHyfK-286394-AKStandard Plan G,11670,1
CHIR_IDreccbA3CpSYRKM9Bt-268535-AKStandard Preven,11670,1
CHIR_IDrecy6gS3Y8oF9iVFd-268534-AKValue and Advan,11670,1
CHIR_IDreceaPYwYqvhwfdbY-268533-AKLegacy (Standar,11670,1
CHIR_IDrec9lezhyppiduMS8-290284-AKLegacy Diabetic,11670,1
CHIR_IDrecz2TOibqNJzGEDX-268532-AKStandard and Pe,11670,1
CHIR_IDrecRDqVEDerLMP7jF-268518-AKCigna National ,11670,1
CHIR_IDrec69p4dVMkC7nJwK-316780-AKCigna National ,11670,1
CHIR_IDrecbkHlq7SP7Ogt7i-316781-AKCigna National ,11670,1
CHIR_IDrecvcjPMepVksvuhe-316782-AKCigna National ,11670,1
CHIR_IDrecb56e5cJCQ6Hmf5-316785-AKCigna National ,11670,1
CHIR_IDrecV9Iw8f0i9iPXB0-302189-TNOscar and Cigna,704349,5
CHIR_IDrecJUkHMhy9wFydai-316783-AKCigna National ,704349,5
CHIR_IDrecIwMlQXmgXLizkc-315730-TNCigna Plus 4-Ti,704349,5
CHIR_IDrecFuxI7QC0T0swLz-199856-TNCigna Rx Plus 5,704349,5
CHIR_IDrecLeYx1W3KeMjAbG-286395-AKStandard Plus P,704349,5
CHIR_IDrec19rlq1vtNSOYbr-136993-AKCigna Advantage,704349,5
CHIR_IDrecSc9PHbFNuB92wa-268516-AKCigna Total Sav,704349,5
CHIR_IDrecopGdpAEow8JYII-136991-AKCigna Performan,704349,5
CHIR_IDrecFKQWY0a58xrntl-268479-AKCigna Specialty,704349,5
CHIR_IDrecalp2Vf0dSYE8zP-268488-AKCigna Value 4-T,704349,5
CHIR_IDrecrSc38zq5JJ64ol-198422-AKCigna Legacy (S,704349,5
CHIR_IDrecSlQXSljxNDjwxP-268477-AKCigna Standard ,704349,5
CHIR_IDrecvhsz05Tb03gEcw-268489-AKCigna Specialty,704349,5
CHIR_IDrecJd5kD6r5l5kdhh-136990-AKCigna Performan,704349,5
CHIR_IDrec12S6n89bo0pR1H-268513-AKCigna Legacy (P,704349,5
CHIR_IDrecl2FUMKjFmSeaLa-151892-AKCigna Standard ,704349,5
CHIR_IDrech1mbeY7bu1smZ5-136992-AKCigna Advantage,704349,5
CHIR_IDrecQ40lXEB3LnrTmV-268511-AKCigna Legacy (P,704349,5
CHIR_IDreceJlrorRcUoCUC9-268502-AKCigna Legacy (S,704349,5
CHIR_IDrecbPqYntfpVpF3T2-198426-AKCigna Value 3-T,704349,5
CHIR_IDrecuANwgvoPFcpMrm-268528-AKStandard and Pe,704349,5
CHIR_IDrecLhChQdPINtnJPv-268503-AKCigna Specialty,704349,5
CHIR_IDrecHL5acZB4MwThLP-268529-AKValue and Advan,704349,5
CHIR_IDrecIjID5czWzbR1pX-268530-AKLegacy (Standar,704349,5
CHIR_IDrec9TSEoHzm9YHyfK-286394-AKStandard Plan G,704349,5
CHIR_IDreccbA3CpSYRKM9Bt-268535-AKStandard Preven,704349,5
CHIR_IDrecy6gS3Y8oF9iVFd-268534-AKValue and Advan,704349,5
CHIR_IDreceaPYwYqvhwfdbY-268533-AKLegacy (Standar,704349,5
CHIR_IDrec9lezhyppiduMS8-290284-AKLegacy Diabetic,704349,5
CHIR_IDrecz2TOibqNJzGEDX-268532-AKStandard and Pe,704349,5
CHIR_IDrecRDqVEDerLMP7jF-268518-AKCigna National ,704349,5
CHIR_IDrec69p4dVMkC7nJwK-316780-AKCigna National ,704349,5
CHIR_IDrecbkHlq7SP7Ogt7i-316781-AKCigna National ,704349,5
CHIR_IDrecvcjPMepVksvuhe-316782-AKCigna National ,704349,5
CHIR_IDrecb56e5cJCQ6Hmf5-316785-AKCigna National ,704349,5
CHIR_IDrecJUkHMhy9wFydai-316783-AKCigna National ,1173913,5
CHIR_IDrec897RxDNvGubkQq-315719-TXCigna Plus 5-Ti,1173913,5
CHIR_IDrecprZRTEFB3PlkdA-315731-TXCigna Plus 4-Ti,1173913,5
CHIR_IDrecLeYx1W3KeMjAbG-286395-AKStandard Plus P,1173913,5
CHIR_IDrec19rlq1vtNSOYbr-136993-AKCigna Advantage,1173913,5
CHIR_IDrecSc9PHbFNuB92wa-268516-AKCigna Total Sav,1173913,5
CHIR_IDrecopGdpAEow8JYII-136991-AKCigna Performan,1173913,5
CHIR_IDrecFKQWY0a58xrntl-268479-AKCigna Specialty,1173913,5
CHIR_IDrecalp2Vf0dSYE8zP-268488-AKCigna Value 4-T,1173913,5
CHIR_IDrecrSc38zq5JJ64ol-198422-AKCigna Legacy (S,1173913,5
CHIR_IDrecSlQXSljxNDjwxP-268477-AKCigna Standard ,1173913,5
CHIR_IDrecvhsz05Tb03gEcw-268489-AKCigna Specialty,1173913,5
CHIR_IDrecJd5kD6r5l5kdhh-136990-AKCigna Performan,1173913,5
CHIR_IDrec12S6n89bo0pR1H-268513-AKCigna Legacy (P,1173913,5
CHIR_IDrecl2FUMKjFmSeaLa-151892-AKCigna Standard ,1173913,5
CHIR_IDrech1mbeY7bu1smZ5-136992-AKCigna Advantage,1173913,5
CHIR_IDrecQ40lXEB3LnrTmV-268511-AKCigna Legacy (P,1173913,5
CHIR_IDreceJlrorRcUoCUC9-268502-AKCigna Legacy (S,1173913,5
CHIR_IDrecbPqYntfpVpF3T2-198426-AKCigna Value 3-T,1173913,5
CHIR_IDrecuANwgvoPFcpMrm-268528-AKStandard and Pe,1173913,5
CHIR_IDrecLhChQdPINtnJPv-268503-AKCigna Specialty,1173913,5
CHIR_IDrecHL5acZB4MwThLP-268529-AKValue and Advan,1173913,5
CHIR_IDrecIjID5czWzbR1pX-268530-AKLegacy (Standar,1173913,5
CHIR_IDrec9TSEoHzm9YHyfK-286394-AKStandard Plan G,1173913,5
CHIR_IDreccbA3CpSYRKM9Bt-268535-AKStandard Preven,1173913,5
CHIR_IDrecy6gS3Y8oF9iVFd-268534-AKValue and Advan,1173913,5
CHIR_IDreceaPYwYqvhwfdbY-268533-AKLegacy (Standar,1173913,5
CHIR_IDrec9lezhyppiduMS8-290284-AKLegacy Diabetic,1173913,5
CHIR_IDrecz2TOibqNJzGEDX-268532-AKStandard and Pe,1173913,5
CHIR_IDrecRDqVEDerLMP7jF-268518-AKCigna National ,1173913,5
CHIR_IDrec69p4dVMkC7nJwK-316780-AKCigna National ,1173913,5
CHIR_IDrecbkHlq7SP7Ogt7i-316781-AKCigna National ,1173913,5
CHIR_IDrecvcjPMepVksvuhe-316782-AKCigna National ,1173913,5
CHIR_IDrecb56e5cJCQ6Hmf5-316785-AKCigna National ,1173913,5
CHIR_IDrecJUkHMhy9wFydai-316783-AKCigna National ,196101,4
CHIR_IDrecLeYx1W3KeMjAbG-286395-AKStandard Plus P,196101,4
CHIR_IDrec19rlq1vtNSOYbr-136993-AKCigna Advantage,196101,4
CHIR_IDrecSc9PHbFNuB92wa-268516-AKCigna Total Sav,196101,4
CHIR_IDrecopGdpAEow8JYII-136991-AKCigna Performan,196101,4
CHIR_IDrecFKQWY0a58xrntl-268479-AKCigna Specialty,196101,4
CHIR_IDrecalp2Vf0dSYE8zP-268488-AKCigna Value 4-T,196101,4
CHIR_IDrecrSc38zq5JJ64ol-198422-AKCigna Legacy (S,196101,4
CHIR_IDrecSlQXSljxNDjwxP-268477-AKCigna Standard ,196101,4
CHIR_IDrecvhsz05Tb03gEcw-268489-AKCigna Specialty,196101,4
CHIR_IDrecJd5kD6r5l5kdhh-136990-AKCigna Performan,196101,4
CHIR_IDrec12S6n89bo0pR1H-268513-AKCigna Legacy (P,196101,4
CHIR_IDrecl2FUMKjFmSeaLa-151892-AKCigna Standard ,196101,4
CHIR_IDrech1mbeY7bu1smZ5-136992-AKCigna Advantage,196101,4
CHIR_IDrecQ40lXEB3LnrTmV-268511-AKCigna Legacy (P,196101,4
CHIR_IDreceJlrorRcUoCUC9-268502-AKCigna Legacy (S,196101,4
CHIR_IDrecbPqYntfpVpF3T2-198426-AKCigna Value 3-T,196101,4
CHIR_IDrecuANwgvoPFcpMrm-268528-AKStandard and Pe,196101,4
CHIR_IDrecLhChQdPINtnJPv-268503-AKCigna Specialty,196101,4
CHIR_IDrecHL5acZB4MwThLP-268529-AKValue and Advan,196101,4
CHIR_IDrecIjID5czWzbR1pX-268530-AKLegacy (Standar,196101,4
CHIR_IDrec9TSEoHzm9YHyfK-286394-AKStandard Plan G,196101,4
CHIR_IDreccbA3CpSYRKM9Bt-268535-AKStandard Preven,196101,4
CHIR_IDrecy6gS3Y8oF9iVFd-268534-AKValue and Advan,196101,4
CHIR_IDreceaPYwYqvhwfdbY-268533-AKLegacy (Standar,196101,4
CHIR_IDrec9lezhyppiduMS8-290284-AKLegacy Diabetic,196101,4
CHIR_IDrecz2TOibqNJzGEDX-268532-AKStandard and Pe,196101,4
CHIR_IDrecRDqVEDerLMP7jF-268518-AKCigna National ,196101,4
CHIR_IDrec69p4dVMkC7nJwK-316780-AKCigna National ,196101,4
CHIR_IDrecbkHlq7SP7Ogt7i-316781-AKCigna National ,196101,4
CHIR_IDrecvcjPMepVksvuhe-316782-AKCigna National ,196101,4
CHIR_IDrecb56e5cJCQ6Hmf5-316785-AKCigna National ,196101,4
CHIR_IDrecJUkHMhy9wFydai-316783-AKCigna National ,560023,5
CHIR_IDrecXN4ilDVIJsIlsy-199858-VACigna Rx Premie,560023,5
CHIR_IDrecABP8O2d7rCsqhL-342579-VACigna HealthCar,560023,5
CHIR_IDrecLeYx1W3KeMjAbG-286395-AKStandard Plus P,560023,5
CHIR_IDrec19rlq1vtNSOYbr-136993-AKCigna Advantage,560023,5
CHIR_IDrecSc9PHbFNuB92wa-268516-AKCigna Total Sav,560023,5
CHIR_IDrecopGdpAEow8JYII-136991-AKCigna Performan,560023,5
CHIR_IDrecFKQWY0a58xrntl-268479-AKCigna Specialty,560023,5
CHIR_IDrecalp2Vf0dSYE8zP-268488-AKCigna Value 4-T,560023,5
CHIR_IDrecrSc38zq5JJ64ol-198422-AKCigna Legacy (S,560023,5
CHIR_IDrecSlQXSljxNDjwxP-268477-AKCigna Standard ,560023,5
CHIR_IDrecvhsz05Tb03gEcw-268489-AKCigna Specialty,560023,5
CHIR_IDrecJd5kD6r5l5kdhh-136990-AKCigna Performan,560023,5
CHIR_IDrec12S6n89bo0pR1H-268513-AKCigna Legacy (P,560023,5
CHIR_IDrecl2FUMKjFmSeaLa-151892-AKCigna Standard ,560023,5
CHIR_IDrech1mbeY7bu1smZ5-136992-AKCigna Advantage,560023,5
CHIR_IDrecQ40lXEB3LnrTmV-268511-AKCigna Legacy (P,560023,5
CHIR_IDreceJlrorRcUoCUC9-268502-AKCigna Legacy (S,560023,5
CHIR_IDrecbPqYntfpVpF3T2-198426-AKCigna Value 3-T,560023,5
CHIR_IDrecuANwgvoPFcpMrm-268528-AKStandard and Pe,560023,5
CHIR_IDrecLhChQdPINtnJPv-268503-AKCigna Specialty,560023,5
CHIR_IDrecHL5acZB4MwThLP-268529-AKValue and Advan,560023,5
CHIR_IDrecIjID5czWzbR1pX-268530-AKLegacy (Standar,560023,5
CHIR_IDrec9TSEoHzm9YHyfK-286394-AKStandard Plan G,560023,5
CHIR_IDreccbA3CpSYRKM9Bt-268535-AKStandard Preven,560023,5
CHIR_IDrecy6gS3Y8oF9iVFd-268534-AKValue and Advan,560023,5
CHIR_IDreceaPYwYqvhwfdbY-268533-AKLegacy (Standar,560023,5
CHIR_IDrec9lezhyppiduMS8-290284-AKLegacy Diabetic,560023,5
CHIR_IDrecz2TOibqNJzGEDX-268532-AKStandard and Pe,560023,5
CHIR_IDrecRDqVEDerLMP7jF-268518-AKCigna National ,560023,5
CHIR_IDrec69p4dVMkC7nJwK-316780-AKCigna National ,560023,5
CHIR_IDrecbkHlq7SP7Ogt7i-316781-AKCigna National ,560023,5
CHIR_IDrecvcjPMepVksvuhe-316782-AKCigna National ,560023,5
CHIR_IDrecb56e5cJCQ6Hmf5-316785-AKCigna National ,560023,5
CHIR_IDrecJUkHMhy9wFydai-316783-AKCigna National ,69236,3
CHIR_IDrecLeYx1W3KeMjAbG-286395-AKStandard Plus P,69236,3
CHIR_IDrec19rlq1vtNSOYbr-136993-AKCigna Advantage,69236,3
CHIR_IDrecSc9PHbFNuB92wa-268516-AKCigna Total Sav,69236,3
CHIR_IDrecopGdpAEow8JYII-136991-AKCigna Performan,69236,3
CHIR_IDrecFKQWY0a58xrntl-268479-AKCigna Specialty,69236,3
CHIR_IDrecalp2Vf0dSYE8zP-268488-AKCigna Value 4-T,69236,3
CHIR_IDrecrSc38zq5JJ64ol-198422-AKCigna Legacy (S,69236,3
CHIR_IDrecSlQXSljxNDjwxP-268477-AKCigna Standard ,69236,3
CHIR_IDrecvhsz05Tb03gEcw-268489-AKCigna Specialty,69236,3
CHIR_IDrecJd5kD6r5l5kdhh-136990-AKCigna Performan,69236,3
CHIR_IDrec12S6n89bo0pR1H-268513-AKCigna Legacy (P,69236,3
CHIR_IDrecl2FUMKjFmSeaLa-151892-AKCigna Standard ,69236,3
CHIR_IDrech1mbeY7bu1smZ5-136992-AKCigna Advantage,69236,3
CHIR_IDrecQ40lXEB3LnrTmV-268511-AKCigna Legacy (P,69236,3
CHIR_IDreceJlrorRcUoCUC9-268502-AKCigna Legacy (S,69236,3
CHIR_IDrecbPqYntfpVpF3T2-198426-AKCigna Value 3-T,69236,3
CHIR_IDrecuANwgvoPFcpMrm-268528-AKStandard and Pe,69236,3
CHIR_IDrecLhChQdPINtnJPv-268503-AKCigna Specialty,69236,3
CHIR_IDrecHL5acZB4MwThLP-268529-AKValue and Advan,69236,3
CHIR_IDrecIjID5czWzbR1pX-268530-AKLegacy (Standar,69236,3
CHIR_IDrec9TSEoHzm9YHyfK-286394-AKStandard Plan G,69236,3
CHIR_IDreccbA3CpSYRKM9Bt-268535-AKStandard Preven,69236,3
CHIR_IDrecy6gS3Y8oF9iVFd-268534-AKValue and Advan,69236,3
CHIR_IDreceaPYwYqvhwfdbY-268533-AKLegacy (Standar,69236,3
CHIR_IDrec9lezhyppiduMS8-290284-AKLegacy Diabetic,69236,3
CHIR_IDrecz2TOibqNJzGEDX-268532-AKStandard and Pe,69236,3
CHIR_IDrecRDqVEDerLMP7jF-268518-AKCigna National ,69236,3
CHIR_IDrec69p4dVMkC7nJwK-316780-AKCigna National ,69236,3
CHIR_IDrecbkHlq7SP7Ogt7i-316781-AKCigna National ,69236,3
CHIR_IDrecvcjPMepVksvuhe-316782-AKCigna National ,69236,3
CHIR_IDrecb56e5cJCQ6Hmf5-316785-AKCigna National ,69236,3
CHIR_IDrecJUkHMhy9wFydai-316783-AKCigna National ,262927,4
CHIR_IDrecLeYx1W3KeMjAbG-286395-AKStandard Plus P,262927,4
CHIR_IDrec19rlq1vtNSOYbr-136993-AKCigna Advantage,262927,4
CHIR_IDrecSc9PHbFNuB92wa-268516-AKCigna Total Sav,262927,4
CHIR_IDrecopGdpAEow8JYII-136991-AKCigna Performan,262927,4
CHIR_IDrecFKQWY0a58xrntl-268479-AKCigna Specialty,262927,4
CHIR_IDrecalp2Vf0dSYE8zP-268488-AKCigna Value 4-T,262927,4
CHIR_IDrecrSc38zq5JJ64ol-198422-AKCigna Legacy (S,262927,4
CHIR_IDrecSlQXSljxNDjwxP-268477-AKCigna Standard ,262927,4
CHIR_IDrecvhsz05Tb03gEcw-268489-AKCigna Specialty,262927,4
CHIR_IDrecJd5kD6r5l5kdhh-136990-AKCigna Performan,262927,4
CHIR_IDrec12S6n89bo0pR1H-268513-AKCigna Legacy (P,262927,4
CHIR_IDrecl2FUMKjFmSeaLa-151892-AKCigna Standard ,262927,4
CHIR_IDrech1mbeY7bu1smZ5-136992-AKCigna Advantage,262927,4
CHIR_IDrecQ40lXEB3LnrTmV-268511-AKCigna Legacy (P,262927,4
CHIR_IDreceJlrorRcUoCUC9-268502-AKCigna Legacy (S,262927,4
CHIR_IDrecbPqYntfpVpF3T2-198426-AKCigna Value 3-T,262927,4
CHIR_IDrecuANwgvoPFcpMrm-268528-AKStandard and Pe,262927,4
CHIR_IDrecLhChQdPINtnJPv-268503-AKCigna Specialty,262927,4
CHIR_IDrecHL5acZB4MwThLP-268529-AKValue and Advan,262927,4
CHIR_IDrecIjID5czWzbR1pX-268530-AKLegacy (Standar,262927,4
CHIR_IDrec9TSEoHzm9YHyfK-286394-AKStandard Plan G,262927,4
CHIR_IDreccbA3CpSYRKM9Bt-268535-AKStandard Preven,262927,4
CHIR_IDrecy6gS3Y8oF9iVFd-268534-AKValue and Advan,262927,4
CHIR_IDreceaPYwYqvhwfdbY-268533-AKLegacy (Standar,262927,4
CHIR_IDrec9lezhyppiduMS8-290284-AKLegacy Diabetic,262927,4
CHIR_IDrecz2TOibqNJzGEDX-268532-AKStandard and Pe,262927,4
CHIR_IDrecRDqVEDerLMP7jF-268518-AKCigna National ,262927,4
CHIR_IDrec69p4dVMkC7nJwK-316780-AKCigna National ,262927,4
CHIR_IDrecbkHlq7SP7Ogt7i-316781-AKCigna National ,262927,4
CHIR_IDrecvcjPMepVksvuhe-316782-AKCigna National ,262927,4
CHIR_IDrecb56e5cJCQ6Hmf5-316785-AKCigna National ,262927,4
CHIR_IDrecJUkHMhy9wFydai-316783-AKCigna National ,97377,4
CHIR_IDrecLeYx1W3KeMjAbG-286395-AKStandard Plus P,97377,4
CHIR_IDrec19rlq1vtNSOYbr-136993-AKCigna Advantage,97377,4
CHIR_IDrecSc9PHbFNuB92wa-268516-AKCigna Total Sav,97377,4
CHIR_IDrecopGdpAEow8JYII-136991-AKCigna Performan,97377,4
CHIR_IDrecFKQWY0a58xrntl-268479-AKCigna Specialty,97377,4
CHIR_IDrecalp2Vf0dSYE8zP-268488-AKCigna Value 4-T,97377,4
CHIR_IDrecrSc38zq5JJ64ol-198422-AKCigna Legacy (S,97377,4
CHIR_IDrecSlQXSljxNDjwxP-268477-AKCigna Standard ,97377,4
CHIR_IDrecvhsz05Tb03gEcw-268489-AKCigna Specialty,97377,4
CHIR_IDrecJd5kD6r5l5kdhh-136990-AKCigna Performan,97377,4
CHIR_IDrec12S6n89bo0pR1H-268513-AKCigna Legacy (P,97377,4
CHIR_IDrecl2FUMKjFmSeaLa-151892-AKCigna Standard ,97377,4
CHIR_IDrech1mbeY7bu1smZ5-136992-AKCigna Advantage,97377,4
CHIR_IDrecQ40lXEB3LnrTmV-268511-AKCigna Legacy (P,97377,4
CHIR_IDreceJlrorRcUoCUC9-268502-AKCigna Legacy (S,97377,4
CHIR_IDrecbPqYntfpVpF3T2-198426-AKCigna Value 3-T,97377,4
CHIR_IDrecuANwgvoPFcpMrm-268528-AKStandard and Pe,97377,4
CHIR_IDrecLhChQdPINtnJPv-268503-AKCigna Specialty,97377,4
CHIR_IDrecHL5acZB4MwThLP-268529-AKValue and Advan,97377,4
CHIR_IDrecIjID5czWzbR1pX-268530-AKLegacy (Standar,97377,4
CHIR_IDrec9TSEoHzm9YHyfK-286394-AKStandard Plan G,97377,4
CHIR_IDreccbA3CpSYRKM9Bt-268535-AKStandard Preven,97377,4
CHIR_IDrecy6gS3Y8oF9iVFd-268534-AKValue and Advan,97377,4
CHIR_IDreceaPYwYqvhwfdbY-268533-AKLegacy (Standar,97377,4
CHIR_IDrec9lezhyppiduMS8-290284-AKLegacy Diabetic,97377,4
CHIR_IDrecz2TOibqNJzGEDX-268532-AKStandard and Pe,97377,4
CHIR_IDrecRDqVEDerLMP7jF-268518-AKCigna National ,97377,4
CHIR_IDrec69p4dVMkC7nJwK-316780-AKCigna National ,97377,4
CHIR_IDrecbkHlq7SP7Ogt7i-316781-AKCigna National ,97377,4
CHIR_IDrecvcjPMepVksvuhe-316782-AKCigna National ,97377,4
CHIR_IDrecb56e5cJCQ6Hmf5-316785-AKCigna National ,97377,4
CHIR_IDrecJUkHMhy9wFydai-316783-AKCigna National ,68549,3
CHIR_IDrecLeYx1W3KeMjAbG-286395-AKStandard Plus P,68549,3
CHIR_IDrec19rlq1vtNSOYbr-136993-AKCigna Advantage,68549,3
CHIR_IDrecSc9PHbFNuB92wa-268516-AKCigna Total Sav,68549,3
CHIR_IDrecopGdpAEow8JYII-136991-AKCigna Performan,68549,3
